Confirmed,Source,KOR
,"对单体敌方目标造成伤害，有<color=#c70016>100%</color>概率造成<color=#c70016>速度下降</color>状态，持续<color=#c70016>2</color>回合。为全体己方目标<color=#009b12>恢复生命值</color>，<color=#e49c00>根据伤害量决定恢复量</color>。","단일 적 대상에게 피해를 입 힙니다. <color=#c70016> 속도 감소 </ color> 상태를 유발할 확률은 <color=#c70016> 100 %</ color>이며 계속해서 <color=#c70016> 2 </ 컬러> 라운드. 자신의 모든 대상에 대해 <color=#009b12> 건강을 복원 </ color>하고, <color=#e49c00> 피해량에 따라 복원 량을 결정 </ color>합니다."
,"对单体敌方目标造成伤害，有<color=#c70016>100%</color>概率造成<color=#c70016>2</color>个<color=#c70016>腐蚀</color>状态，持续<color=#c70016>2</color>回合。","단일 적 대상에게 피해를 입히면 <color=#c70016> 2 </ color> <color=#c70016> 부식 </ color> 상태를 유발할 확률이 <color=#c70016> 100 %</ color>입니다. 계속 <색상=#c70016> 2 </ 컬러> 라운드."
,"对单体敌方目标造成伤害，有<color=#c70016>100%</color>的概率产生<color=#c70016>2</color>个<color=#c70016>腐蚀</color>状态，持续<color=#c70016>2</color>回合。","단일 적 대상에게 피해를 입히고 <color=#c70016> 100 %</ color> 확률로 <color=#c70016> 2 </ color> <color=#c70016> 부식 </ color> 상태를 생성합니다. <색상=#c70016> 2 </ 컬러> 라운드 동안 계속합니다."
,"对单体敌方目标造成伤害，有<color=#c70016>100%</color>的概率对目标造成眩晕状态，持续<color=#c70016>1</color>回合。若目标处于<color=#c70016>标记</color>状态，则变为有<color=#c70016>100%</color>的概率对目标造成<color=#c70016>眩晕</color>状态，持续<color=#c70016>2</color>回合。","단일 적 대상에게 피해를 입히면 <color=#c70016> 100 %</ color> 확률로 대상이 <color=#c70016> 1 </ color> 라운드 동안 기절합니다. 대상이 <color=#c70016> 태그 </ color> 상태 인 경우 <color=#c70016> 100 %</ color>로 인해 <color=#c70016> 현기증 </ color>이 발생할 가능성이 있습니다. 타깃. <컬러=#c70016> 2 </ 컬러> 발사 직진."
,"对单体敌方目标造成伤害，有<color=#c70016>100%</color>的概率对目标造成眩晕状态，持续<color=#c70016>1</color>回合。若目标处于<color=#c70016>标记</color>状态，则变为有<color=#c70016>100%</color>的概率对目标造成<color=#c70016>眩晕</color>状态，持续<color=#c70016>2</color>回合；并解除目标<color=#c70016>2</color>个增益状态。","단일 적 대상에게 피해를 입히면 <color=#c70016> 100 %</ color> 확률로 대상이 <color=#c70016> 1 </ color> 라운드 동안 기절합니다. 대상이 <color=#c70016> 태그 </ color> 상태 인 경우 <color=#c70016> 100 %</ color>로 인해 <color=#c70016> 현기증 </ color>이 발생할 가능성이 있습니다. . 타겟은 <컬러=#c70016> 2 </ 컬러> 발사 직진 및 대상 <컬러=#c70016> 2 </ 컬러> 광 상태를 제거한다."
,"对单体敌方目标造成伤害，有<color=#c70016>100%</color>的概率对目标造成<color=#c70016>不可恢复</color>状态，持续<color=#c70016>2</color>回合。","단일 적 대상에게 피해를 입히고 <color=#c70016> 100 %</ color> 확률로 대상에게 <color=#c70016> 복구 불가능 </ color> 상태를 유발하고 계속 <color=#c70016> 2 </ 컬러> 라운드."
,"对单体敌方目标造成伤害，有<color=#c70016>100%</color>的概率对目标造成<color=#c70016>不可恢复</color>状态，持续<color=#c70016>2</color>回合；同时击退目标行动条<color=#e49c00>30%</color>。","단일 적 대상에게 피해를 입히고 <color=#c70016> 100 %</ color> 확률로 대상에게 <color=#c70016> 복구 불가능 </ color> 상태를 유발하고 계속 <color=#c70016> 2 </ 색> 원형, 동시에, 목표 작업 바 <컬러=#e49c00> 30 %</ 색상> 격퇴."
,"对单体敌方目标造成伤害，有<color=#c70016>100%</color>的概率对目标造成<color=#c70016>电击</color>状态，持续<color=#c70016>2</color>回合。","단일 적 대상에게 피해를 입히고 <color=#c70016> 100 %</ color> 확률로 대상에게 <color=#c70016> 감전 </ color> 상태를 유발하고 계속 <color=#c70016> 2 </ 컬러> 라운드."
,"对单体敌方目标造成伤害，有<color=#c70016>100%</color>的概率对目标造成<color=#c70016>防御力下降</color>状态，持续<color=#c70016>2</color>回合；有<color=#c70016>75%</color>的概率对目标造成<color=#c70016>眩晕</color>状态，持续<color=#c70016>1</color>回合。","단일 적 대상에게 피해를 입 힙니다. <color=#c70016> 100 %</ color> 확률로 대상에 <color=#c70016> 방어력 감소 </ color> 상태를 유발하고 계속 <color=#c70016> 2 </ 색> 원형 <컬러=#c70016> 75 %</ 색의 확률이 존재>를 <색 원인=#c70016> 현기증 </ 컬러> <컬러의 타겟 상태=#c70016> 1 </ 컬러> 라운드."
,"对单体敌方目标造成伤害，有<color=#c70016>100%</color>的概率解除目标<color=#c70016>1</color>个增益状态。","단일 적 대상에게 피해를 입히면 <color=#c70016> 100 %</ color> 확률로 대상의 <color=#c70016> 1 </ color> 버프 상태를 취소 할 수 있습니다."
,"对单体敌方目标造成伤害，有<color=#c70016>100%</color>的概率造成<color=#c70016>电击</color>状态，持续<color=#c70016>2</color>回合。<color=#c70016>延长目标身上所有减益效果1回合</color>。","단일 적 대상에게 피해를 입히고 <color=#c70016> 감전 </ color> 상태를 일으킬 확률이 <color=#c70016> 100 %</ color>이며 계속해서 <color=#c70016> 2 </ 컬러> 라운드. <color=#c70016> 대상의 모든 디버프를 1 라운드 동안 확장합니다 </ color>."
,"对单体敌方目标造成伤害，有<color=#c70016>100%</color>的概率造成<color=#c70016>1-2</color>个<color=#c70016>电击</color>状态，其中<color=#e49c00>1</color>个无视状态抵抗，持续<color=#c70016>2</color>回合。技能命中时自身获得<color=#e49c00>追加回合</color>。","단일 적 대상에게 피해를 입히면 <color=#c70016> 100 %</ color> 확률로 <color=#c70016> 1-2 </ color> <color=#c70016> 감전 </ color >=#e49c00> 1 </ 컬러> 상태 저항을 무시하고 색 <계속하는 <색 상태=#c70016> 2 </ 컬러> 발사. 스킬이 맞으면 <color=#e49c00> 추가 라운드 </ color>를 얻습니다."
,"对单体敌方目标造成伤害，有<color=#c70016>100%</color>的概率造成<color=#c70016>2-3</color>个<color=#c70016>电击</color>状态，其中<color=#e49c00>1</color>个无视状态抵抗，持续<color=#c70016>2</color>回合。技能命中时自身获得<color=#e49c00>追加回合</color>。","단일 적 대상에게 피해를 입히면 <color=#c70016> 100 %</ color> 확률로 <color=#c70016> 2-3 </ color> <color=#c70016> 감전 </ color을 유발할 수 있습니다. >=#e49c00> 1 </ 컬러> 상태 저항을 무시하고 색 <계속하는 <색 상태=#c70016> 2 </ 컬러> 발사. 스킬이 맞으면 <color=#e49c00> 추가 라운드 </ color>를 얻습니다."
,"对单体敌方目标造成伤害，有<color=#c70016>20%</color>概率造成<color=#c70016>眩晕</color>状态，持续<color=#c70016>1</color>回合。","단일 적 대상에게 피해를 입 힙니다. <color=#c70016> 1 </ color에 대해 <color=#c70016> 기절 </ color> 상태를 유발할 확률은 <color=#c70016> 20 %</ color>입니다. > 라운드."
,"对单体敌方目标造成伤害，有<color=#c70016>20%</color>的概率造成<color=#c70016>攻击力下降</color>状态，持续<color=#c70016>2</color>回合。","단일 적 대상에게 피해를 입히고 <color=#c70016> 20 %</ color> 확률로 <color=#c70016> 공격력 저하 </ color> 상태를 유발하고 계속 <color=#c70016 > 2 </ 컬러> 라운드."
,"对单体敌方目标造成伤害，有<color=#c70016>25%</color>概率对目标造成<color=#c70016>防御力下降</color>效果，持续<color=#c70016>2</color>回合。","단일 적 대상에게 피해를줍니다. <color=#c70016> 25 %</ color> 확률로 대상에 <color=#c70016> 방어력 감소 </ color> 효과를 주며, 이는 <color = 동안 지속됩니다. #c70016> 2 </ 컬러> 라운드."
,"对单体敌方目标造成伤害，有<color=#c70016>25%</color>的概率对目标造成<color=#c70016>技能干扰</color>状态，持续<color=#c70016>1</color>回合。若目标处于<color=#c70016>标记</color>状态，造成<color=#c70016>技能干扰</color>状态的概率提升<color=#c70016>25%</color>。","단일 적 대상에게 피해를 입히고 <color=#c70016> 25 %</ color> 확률로 대상에게 <color=#c70016> 스킬 간섭 </ color> 상태를 유발하고 계속 <color=#c70016> 1 </ 색상> 라운드. 대상이 <color=#c70016> 표시된 </ color> 상태 인 경우 <color=#c70016> 기술 간섭 </ color> 상태를 유발할 확률이 <color=#c70016> 25 %</ 색상>."
,"对单体敌方目标造成伤害，有<color=#c70016>25%</color>的概率造成<color=#c70016>攻击力下降</color>状态，持续<color=#c70016>2</color>回合。","단일 적 대상에게 피해를 입히고 <color=#c70016> 25 %</ color> 확률로 <color=#c70016> 공격력 저하 </ color> 상태를 유발하고 계속 <color=#c70016 > 2 </ 컬러> 라운드."
,"对单体敌方目标造成伤害，有<color=#c70016>35%</color>概率对目标造成<color=#c70016>眩晕</color>状态，持续<color=#c70016>1</color>回合。","단일 적 대상에게 피해를 입 힙니다. <color=#의 기간 동안 대상에 <color=#c70016> 기절 </ color> 상태를 유발할 확률이 <color=#c70016> 35 %</ color>입니다. c70016> 1 </ 색상> 라운드."
,"对单体敌方目标造成伤害，有<color=#c70016>35%</color>概率造成<color=#c70016>攻击力下降</color>状态，持续<color=#c70016>1</color>回合，本技能命中时<color=#e49c00>必定产生暴击</color>。","단일 적 대상에게 피해를 입히고 <color=#c70016> 35 %</ color> 확률로 <color=#c70016> 공격력 저하 </ color> 상태를 유발하고 계속 <color=#c70016 이 기술 안타, <색상=#e49c00> 확실히 치명타 </ 컬러>를 생산할 예정> 1 </ 색상> 라운드."
,"对单体敌方目标造成伤害，有<color=#c70016>35%</color>概率造成<color=#c70016>眩晕</color>状态，持续<color=#c70016>1</color>回合。","단일 적 대상에게 피해를 입 힙니다. <color=#c70016> 1 </ color에 대해 <color=#c70016> 기절 </ color> 상태를 유발할 확률은 <color=#c70016> 35 %</ color>입니다. > 라운드."
,"对单体敌方目标造成伤害，有<color=#c70016>35%</color>概率造成<color=#c70016>2</color>个<color=#c70016>电击</color>状态，持续<color=#c70016>2</color>回合。","단일 적 대상에게 피해를 입히면 <color=#c70016> 35 %</ color> 확률로 <color=#c70016> 2 </ color> <color=#c70016> 감전 </ color> 상태를 유발합니다. 연속 <컬러=#c70016> 2 </ 컬러> 발사."
,"对单体敌方目标造成伤害，有<color=#c70016>35%</color>的概率产生<color=#c70016>烧伤</color>状态，持续<color=#c70016>2</color>回合。","단일 적 대상에게 피해를 입히고 <color=#c70016> 35 %</ color> 확률로 <color=#c70016> 화상 </ color> 상태를 생성하고 계속 <color=#c70016> 2 </ 컬러> 라운드."
,"对单体敌方目标造成伤害，有<color=#c70016>35%</color>的概率对目标造成<color=#c70016>技能干扰</color>状态，持续<color=#c70016>1</color>回合。若目标处于<color=#c70016>标记</color>状态，造成<color=#c70016>技能干扰</color>状态的概率提升<color=#c70016>25%</color>。","단일 적 대상에게 피해를 입히고 <color=#c70016> 35 %</ color> 확률로 대상에게 <color=#c70016> 스킬 간섭 </ color> 상태를 유발하고 계속 <color=#c70016> 1 </ 색상> 라운드. 대상이 <color=#c70016> 표시된 </ color> 상태 인 경우 <color=#c70016> 기술 간섭 </ color> 상태를 유발할 확률이 <color=#c70016> 25 %</ 색상>."
,"对单体敌方目标造成伤害，有<color=#c70016>35%</color>的概率对目标造成<color=#c70016>电击</color>状态，持续<color=#c70016>2</color>回合。","단일 적 대상에게 피해를 입히면 <color=#c70016> 35 %</ color> 확률로 대상에 <color=#c70016> 감전 </ color> 상태를 유발하고 <color=#동안 계속됩니다. c70016> 2 </ 컬러> 라운드."
,"对单体敌方目标造成伤害，有<color=#c70016>35%</color>的概率对目标造成<color=#c70016>防御力下降</color>状态，持续<color=#c70016>2</color>回合。","단일 적 대상에게 피해를 입히고 <color=#c70016> 35 %</ color> 확률로 대상에 <color=#c70016> 방어력 감소 </ color> 상태를 유발하고 계속 <color=#c70016> 2 </ 컬러> 라운드."
,"对单体敌方目标造成伤害，有<color=#c70016>35%</color>的概率造成<color=#c70016>攻击力下降</color>状态，持续<color=#c70016>2</color>回合。","단일 적 대상에게 피해를 입히면 <color=#c70016> 35 %</ color> 확률로 <color=#c70016> 공격력 저하 </ color> 상태가 발생하며 <color=#c70016> 동안 계속됩니다. 2 </ 컬러> 라운드."
,"对单体敌方目标造成伤害，有<color=#c70016>35%</color>的概率造成<color=#c70016>速度下降</color>状态，持续<color=#c70016>2</color>回合。","단일 적 대상에게 피해를 입히고 <color=#c70016> 35 %</ color> 확률로 <color=#c70016> 속도 감소 </ color> 상태를 유발하고 계속 <color=#c70016> 2 </ 컬러> 라운드."
,"对单体敌方目标造成伤害，有<color=#c70016>40%</color>概率造成<color=#c70016>2</color>个<color=#c70016>电击</color>状态，持续<color=#c70016>2</color>回合。","단일 적 대상에게 피해를 입히면 <color=#c70016> 40 %</ color> 확률로 <color=#c70016> 2 </ color> <color=#c70016> 감전 </ color> 상태를 유발합니다. 연속 <컬러=#c70016> 2 </ 컬러> 발사."
,"对单体敌方目标造成伤害，有<color=#c70016>40%</color>的概率产生<color=#c70016>烧伤</color>状态，持续<color=#c70016>2</color>回合。","단일 적 대상에게 피해를 입히고 <color=#c70016> 화상 </ color> 상태를 생성 할 확률 <color=#c70016> 40 %</ color>가 있으며 계속해서 <color=#c70016> 2 </ 컬러> 라운드."
,"对单体敌方目标造成伤害，有<color=#c70016>40%</color>的概率对目标造成<color=#c70016>电击</color>状态，持续<color=#c70016>2</color>回合。","단일 적 대상에게 피해를 입히고 <color=#c70016> 40 %</ color> 확률로 대상에 <color=#c70016> 감전 </ color> 상태를 유발하고 계속 <color=#c70016> 2 </ 컬러> 라운드."
,"对单体敌方目标造成伤害，有<color=#c70016>40%</color>的概率对目标造成<color=#c70016>防御力下降</color>状态，持续<color=#c70016>2</color>回合。","단일 적 대상에게 피해를 입 힙니다. <color=#c70016> 40 %</ color> 확률로 대상에 <color=#c70016> 방어력 감소 </ color> 상태를 유발하고 <color=#동안 계속합니다. c70016> 2 </ 컬러> 라운드."
,"对单体敌方目标造成伤害，有<color=#c70016>40%</color>的概率造成<color=#c70016>速度下降</color>状态，持续<color=#c70016>2</color>回合。","단일 적 대상에게 피해를 입히고 <color=#c70016> 40 %</ color> 확률로 <color=#c70016> 속도 감소 </ color> 상태를 유발하고 계속 <color=#c70016> 2 </ 컬러> 라운드."
,"对单体敌方目标造成伤害，有<color=#c70016>50%</color>概率对目标造成<color=#c70016>防御力下降</color>状态，持续<color=#c70016>2</color>回合。","단일 적 대상에게 피해를 입히고 <color=#c70016> 50 %</ color> 확률로 대상에 <color=#c70016> 방어력 감소 </ color> 상태를 유발하고 계속 <color=#c70016> 2 </ 컬러> 라운드."
,"对单体敌方目标造成伤害，有<color=#c70016>50%</color>概率对目标造成<color=#c70016>防御力下降</color>状态，持续<color=#c70016>2</color>回合，<color=#e49c00>本次攻击不能被反击</color>。","단일 적 대상에게 피해를 입히고 <color=#c70016> 50 %</ color> 확률로 대상에 <color=#c70016> 방어력 감소 </ color> 상태를 유발하고 계속 <color=#c70016> 2 </ 컬러> 라운드, <색상=#e49c00>이 공격> 반박 </ 색상이 될 수 없습니다."
,"对单体敌方目标造成伤害，有<color=#c70016>50%</color>概率造成<color=#c70016>技能干扰</color>，持续<color=#c70016>1</color>回合；若目标存在<color=#c70016>标记</color>状态时，则改为有<color=#c70016>100%</color>概率造成<color=#c70016>技能干扰</color>，持续<color=#c70016>1</color>回合。","단일 적 대상에게 피해를 입 힙니다. <color=#c70016> 1 </ color>에 대해 <color=#c70016> 스킬 간섭 </ color>을 일으킬 확률은 <color=#c70016> 50 %</ color>입니다. 발사는 상기 대상이 <컬러=#c70016> 태그가 있다면 </ 컬러>의 상태는, 그것을 변경한다 <컬러=#c70016> 100 %</ 컬러> 원인 확률 <컬러=#c70016> 스킬 간섭 </ 색상> 컬러 <계속=#c70016> 1 </ 컬러> 라운드."
,"对单体敌方目标造成伤害，有<color=#c70016>50%</color>概率造成<color=#c70016>标记</color>状态，持续<color=#c70016>2</color>回合。","단일 적 대상에게 피해를 입 힙니다. <color=#c70016> 2 </ color에 대해 <color=#c70016> 표시 </ color> 상태를 유발할 확률은 <color=#c70016> 50 %</ color>입니다. > 라운드."
,"对单体敌方目标造成伤害，有<color=#c70016>50%</color>概率造成<color=#c70016>烧伤</color>状态，持续<color=#c70016>2</color>回合。攻击后若目标处于<color=#c70016>烧伤</color>状态，则有<color=#c70016>50%</color>概率对目标造成<color=#c70016>眩晕</color>状态，持续<color=#c70016>1</color>回合。","단일 적 대상에게 피해를줍니다. <color=#c70016> 2 </ color에 대해 <color=#c70016> 화상 </ color> 상태를 유발할 확률은 <color=#c70016> 50 %</ color>입니다. > 라운드. 공격 후 대상이 <color=#c70016> burned </ color> 상태 인 경우 대상이 <color=#c70016> 50 %</ color> 상태가 될 확률이 있습니다. <컬러=#c70016> 현기증 </ 컬러> 연속위한 <컬러=#c70016> 1 </ 컬러> 라운드."
,"对单体敌方目标造成伤害，有<color=#c70016>50%</color>概率造成<color=#c70016>速度下降</color>状态，持续<color=#c70016>2</color>回合。","단일 적 대상에게 피해를 입히고 <color=#c70016> 50 %</ color> 확률로 <color=#c70016> 속도 감소 </ color> 상태를 유발하고 계속 <color=#c70016> 2 </ 컬러> 라운드."
,"对单体敌方目标造成伤害，有<color=#c70016>50%</color>概率造成<color=#c70016>防御力下降</color>状态，持续<color=#c70016>2</color>回合。<color=#e49c00>根据目标最大生命值提高伤害</color>。","단일 적 대상에게 피해를 입히고 <color=#c70016> 50 %</ color> 확률로 <color=#c70016> 방어력 감소 </ color> 상태를 유발하고 계속 <color=#c70016> 2 </ 컬러> 라운드. <color=#e49c00> 대상의 최대 체력에 따라 피해를 증가시킵니다 </ color>."
,"对单体敌方目标造成伤害，有<color=#c70016>50%</color>概率造成<color=#c70016>防御力下降</color>状态，持续<color=#c70016>2</color>回合，<color=#e49c00>本次攻击命中率减少20%</color>。","단일 적 대상에게 피해를 입히고 <color=#c70016> 50 %</ color> 확률로 <color=#c70016> 방어력 감소 </ color> 상태를 유발하고 계속 <color=#c70016> 도 2 </ 컬러> 원형 <컬러=#e49c00>이 공격의 히트 율이 20 %</ 컬러>에 의해 감소된다."
,"对单体敌方目标造成伤害，有<color=#c70016>50%</color>概率造成<color=#c70016>2</color>个<color=#c70016>电击</color>状态，持续<color=#c70016>2</color>回合。","단일 적 대상에게 피해를 입히면 <color=#c70016> 50 %</ color> 확률로 <color=#c70016> 2 </ color> <color=#c70016> 감전 </ color> 상태를 유발합니다. 연속 <컬러=#c70016> 2 </ 컬러> 발사."
,"对单体敌方目标造成伤害，有<color=#c70016>50%</color>的概率产生<color=#c70016>烧伤</color>状态，持续<color=#c70016>2</color>回合。","단일 적 대상에게 피해를 입히고 <color=#c70016> 50 %</ color> 확률로 <color=#c70016> 화상 </ color> 상태를 생성하고 계속 <color=#c70016> 2 </ 컬러> 라운드."
,"对单体敌方目标造成伤害，有<color=#c70016>50%</color>的概率对目标造成<color=#c70016>命中率下降</color>状态，持续<color=#c70016>2</color>回合。成功添加<color=#c70016>命中率下降</color>状态时，推进自身行动条<color=#e49c00>15%</color>。","단일 적 대상에게 피해를 입 힙니다. <color=#c70016> 50 %</ color> 확률로 대상에게 <color=#c70016> 적중률 하락 </ color> 상태를 유발하고 <color =를 계속합니다. #c70016> 2 </ 컬러> 라운드. <color=#c70016> 적중률 감소 </ color> 상태를 성공적으로 추가하면 자신의 작업 표시 줄을 <color=#e49c00> 15 %</ color> 진행합니다."
,"对单体敌方目标造成伤害，有<color=#c70016>50%</color>的概率对目标造成<color=#c70016>技能干扰</color>状态，持续<color=#c70016>1</color>回合。若目标处于<color=#c70016>标记</color>状态，造成<color=#c70016>技能干扰</color>状态的概率提升<color=#c70016>25%</color>。","단일 적 대상에게 피해를 입히고 <color=#c70016> 50 %</ color> 확률로 대상에게 <color=#c70016> 스킬 간섭 </ color> 상태를 유발하고 계속 <color=#c70016> 1 </ 색상> 라운드. 대상이 <color=#c70016> 표시된 </ color> 상태 인 경우 <color=#c70016> 기술 간섭 </ color> 상태를 유발할 확률이 <color=#c70016> 25 %</ 색상>."
,"对单体敌方目标造成伤害，有<color=#c70016>50%</color>的概率对目标造成<color=#c70016>挑衅</color>状态，持续<color=#c70016>1</color>回合。","단일 적 대상에게 피해를 입히고 <color=#c70016> 50 %</ color> 확률로 대상에게 <color=#c70016> 도발 </ color> 상태를 유발하고 계속 <color=#c70016> 1 </ 컬러> 라운드."
,"对单体敌方目标造成伤害，有<color=#c70016>50%</color>的概率对目标造成<color=#c70016>烧伤</color>状态，持续<color=#c70016>1</color>回合。","단일 적 대상에게 피해를 입히고 <color=#c70016> 50 %</ color> 확률로 대상에 <color=#c70016> 화상 </ color> 상태를 유발하고 계속 <color=#c70016> 1 </ 컬러> 라운드."
,"对单体敌方目标造成伤害，有<color=#c70016>50%</color>的概率对目标造成<color=#c70016>电击</color>状态，持续<color=#c70016>2</color>回合。","단일 적 대상에게 피해를 입히고 <color=#c70016> 50 %</ color> 확률로 대상에 <color=#c70016> 감전 </ color> 상태를 유발하고 계속 <color=#c70016> 2 </ 컬러> 라운드."
,"对单体敌方目标造成伤害，有<color=#c70016>50%</color>的概率对目标造成<color=#c70016>防御力下降</color>状态，持续<color=#c70016>2</color>回合。","단일 적 대상에게 피해를 입 힙니다. <color=#c70016> 50 %</ color> 확률로 대상에 <color=#c70016> 방어력 감소 </ color> 상태를 유발하고 <color=#동안 계속됩니다. c70016> 2 </ 컬러> 라운드."
,"对单体敌方目标造成伤害，有<color=#c70016>50%</color>的概率造成<color=#c70016>命中率下降</color>状态，持续<color=#c70016>2</color>回合。","단일 적 대상에게 피해를 입히면 <color=#c70016> 50 %</ color> 확률로 <color=#c70016> 적중률 하락 </ color> 상태가 발생하며 <color=#c70016> 동안 계속됩니다. 2 </ 컬러> 라운드."
,"对单体敌方目标造成伤害，有<color=#c70016>50%</color>的概率造成<color=#c70016>攻击力下降</color>状态，持续<color=#c70016>2</color>回合。","단일 적 대상에 피해를 입히고 <color=#c70016> 50 %</ color> 확률로 <color=#c70016> 공격력 저하 </ color> 상태를 유발하고 계속 <color=#c70016 > 2 </ 컬러> 라운드."
,"对单体敌方目标造成伤害，有<color=#c70016>50%</color>的概率造成<color=#c70016>电击</color>状态，持续<color=#c70016>2</color>回合。并使随机<color=#e49c00>1</color>个残影<color=#e49c00>发动援助攻击</color>。","단일 적 대상에게 피해를 입히고 <color=#c70016> 50 %</ color> 확률로 <color=#c70016> 감전 </ color> 상태를 유발하고 계속 <color=#c70016> 2 </ 컬러> 라운드. 그리고 임의의 <color=#e49c00> 1 </ color> 잔상을 <color=#e49c00> 발사 지원 공격 </ color>으로 만듭니다."
,"对单体敌方目标造成伤害，有<color=#c70016>50%</color>的概率造成<color=#c70016>腐蚀</color>状态，持续<color=#c70016>2</color>回合。自身行动时，<color=#e49c00>「以黑月之名」</color>变为<color=#e49c00>2体攻击</color>。","단일 적 대상에 피해를 입히고 <color=#c70016> 50 %</ color> 확률로 <color=#c70016> 부식 </ color> 상태를 유발하고 계속 <color=#c70016> 2 </ 컬러> 라운드. 단독으로 연기 할 때 <color=#e49c00> “In the name of Black Moon”</ color>은 <color=#e49c00> 2-body attack </ color>이됩니다."
,"对单体敌方目标造成伤害，有<color=#c70016>50%</color>的概率造成<color=#c70016>速度下降</color>状态，持续<color=#c70016>2</color>回合。","단일 적 대상에게 피해를 입히고 <color=#c70016> 50 %</ color> 확률로 <color=#c70016> 속도 감소 </ color> 상태를 유발하고 계속 <color=#c70016> 2 </ 컬러> 라운드."
,"对单体敌方目标造成伤害，有<color=#c70016>55%</color>的概率造成<color=#c70016>腐蚀</color>状态，持续<color=#c70016>2</color>回合。自身行动时，<color=#e49c00>「以黑月之名」</color>变为<color=#e49c00>2体攻击</color>。","단일 대상에게 피해를 입히고 <color=#c70016> 55 %</ color> 확률로 <color=#c70016> 부식 </ color> 상태를 유발하고 계속 <color=#c70016> 2 </ 컬러> 라운드. 단독으로 연기 할 때 <color=#e49c00> “In the name of Black Moon”</ color>은 <color=#e49c00> 2-body attack </ color>이됩니다."
,"对单体敌方目标造成伤害，有<color=#c70016>60%</color>的概率造成<color=#c70016>命中率下降</color>状态，持续<color=#c70016>2</color>回合。","단일 적 대상에 피해를 입히고 <color=#c70016> 60 %</ color> 확률로 <color=#c70016> 적중률 하락 </ color> 상태를 유발하고 계속 <color=#c70016 > 2 </ 컬러> 라운드."
,"对单体敌方目标造成伤害，有<color=#c70016>70%</color>的概率造成<color=#c70016>腐蚀</color>状态，持续<color=#c70016>2</color>回合。自身行动时，<color=#e49c00>「以黑月之名」</color>变为<color=#e49c00>2体攻击</color>。","단일 적 대상에게 피해를 입히고 <color=#c70016> 70 %</ color> 확률로 <color=#c70016> 부식 </ color> 상태를 유발하고 계속 <color=#c70016> 2 </ 컬러> 라운드. 단독으로 연기 할 때 <color=#e49c00> “In the name of Black Moon”</ color>은 <color=#e49c00> 2-body attack </ color>이됩니다."
,"对单体敌方目标造成伤害，有<color=#c70016>75%</color>概率对目标造成<color=#c70016>烧伤</color>状态，持续<color=#c70016>1</color>回合，<color=#e49c00>若本次攻击命中则必定发生暴击</color>。","단일 적 대상에게 피해를 입 힙니다. 대상에 <color=#c70016> 화상 </ color> 상태를 유발할 확률은 <color=#c70016> 75 %</ color>이며 계속해서 <color=#c70016> 1 </ 색상> 원형, <색상=#e49c00>이 공격 안타 경우 치명타가 <발생해야 / 컬러>."
,"对单体敌方目标造成伤害，有<color=#c70016>75%</color>概率对目标造成<color=#c70016>电击</color>状态，持续<color=#c70016>2</color>回合；攻击后若目标存在<color=#c70016>电击</color>状态，则追加使用<color=#e49c00>「银月缭乱」</color>，此时<color=#e49c00>「银月缭乱」</color>造成的<color=#c70016>电击</color>概率提升至<color=#c70016>100%</color>。","단일 적 대상에게 피해를 입히고 <color=#c70016> 75 %</ color> 확률로 대상에게 <color=#c70016> 감전 </ color> 상태를 유발하고 계속 <color=#c70016> 2 </ 컬러> 원형, 공격 후, 대상의 상태에있는 경우 <색상=#c70016> 전기 충격 </ 컬러>, <색상=#e49c00> “실버 문 혼란”의 추가적인 사용 </ 컬러>, 이때 <컬러=#e49c00> “은 <컬러=#c70016> 전기 쇼크의 가능성으로 인한 </ 컬러>”유에 리아 란은 “</ 색> <컬러=#c70016로 증가 > 100 %</ color>."
,"对单体敌方目标造成伤害，有<color=#c70016>75%</color>概率对目标造成<color=#c70016>2</color>个<color=#c70016>电击</color>状态，持续<color=#c70016>2</color>回合。","단일 적 대상에게 피해를 입히면 <color=#c70016> 75 %</ color> 확률로 <color=#c70016> 2 </ color> <color=#c70016> 감전 </ color> 상태를 유발합니다. 타깃 <컬러=#c70016> 2 </ 컬러> 라운드 동안 지속된다."
,"对单体敌方目标造成伤害，有<color=#c70016>75%</color>概率造成眩晕，持续<color=#c70016>1</color>回合，并有<color=#c70016>100%</color>概率对目标造成<color=#c70016>防御力下降</color>状态，持续<color=#c70016>2</color>回合。","단일 적 대상에게 피해를 입 힙니다. 기절을 일으킬 확률은 <color=#c70016> 75 %</ color>입니다. <color=#c70016> 1 </ color> 라운드 동안 지속되며 <color=#c70016입니다. > 100 %</ 컬러> 확률은 <컬러=#c70016가> 컬러 <대한 타겟 방어력 </ 컬러> 상태를 감소 발생할=#c70016> 2 </ 컬러> 발사."
,"对单体敌方目标造成伤害，有<color=#c70016>75%</color>概率造成<color=#c70016>命中率下降</color>状态，持续<color=#c70016>1</color>回合。","단일 적 대상에 피해를 입 힙니다. <color=#c70016> 75 %</ color> 확률로 <color=#c70016> 적중률 하락 </ color> 상태를 유발하고 계속 <color=#c70016 > 1 </ 컬러> 원형."
