Confirmed,Source,KOR
,"空降师团的空降师团的空降师团的空降师团的空降师团的空降师团的空降师团的空降师团的空降师团的空降师团的空降师团的空降师团的空降师团的空降师团的空降师团的空降师团的空降师团的空降师团的空降师团的空降师团的空降师团的空降师团的空降师团的空降师团的空降师团的空降师团的空降师团的师团的空降师团的师团的空降师团的","공수사단의 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 사단 사단 공수사단 사단 공수사단 사단 공수사단 사단 사단 공수사단 사단 사단 사단 사단 사단 사단 공수사단 공수사단 공수사단 사단 사단 사단 사단 사단 사단 사단 사단 사단 사단 사단 사단 사단 사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수사단 공수"
,"穿戴者","착용자"
,"立即刷新","바로 새로 고침"
,"立即前往","바로 가다"
,"立即完成","즉시완성"
,"竞技场","경기장"
,"竣工用时","준공 소요시간"
,"第一名","일등"
,"第一周","첫째 주"
,"第一章","제1장"
,"第一章 骨化形销","제1장 골화형소"
,"第一轮","제1라운드"
,"第一阶段","제1단계"
,"第七代高速核心组","제7세대 고속핵심팀"
,"第三名","3등"
,"第三周","셋째 주"
,"第三赛季","제3시즌"
,"第三阶段","제3단계"
,"第二名","2등"
,"第二周","둘째 주"
,"第二轮","제2라운드"
,"第十三层","13층"
,"第四","넷째"
,"第四赛季","네 번째 시즌"
,"第05层","제05층"
,"等级","등급"
,"等级上限提升","등급상한선 인상"
,"等级已到上限","등급 상한선 도달"
,"等级已达到上限","등급이 이미 상한에 이르렀다"
,"等级提升","등급상승"
,"等级正序","등급순서"
,"等级限制","등급제한"
,"等级限制：","등급 제한:"
,"策划自己配","자기 배급을 기획하다"
O,"筛选","필터"
,"签到人数：","서명자 수:"
,"签到率奖励将在第二天签到时发放","출석체크 인센티브는 다음날 출석체크 시 지급된다"
,"签名相关功能暂时关闭。
<size=12>——ARTERY GEAR</size>","서명 관련 기능이 일시 꺼졌습니다.
<size=12>—— ARTERY GEAR</size>"
,"签名相关功能暂时关闭签到签到签到签到签到","서명 관련 기능은 출석 체크를 잠시 중지합니다."
,"简介","간단한 소개"
,"管理","관리"
,"管理师团","관리 사단"
,"米尔维斯","밀비스"
,"米尔维斯居高临下对地面进行密集轰击造成150%的超强物理伤害，眩晕2000回合大师士大夫","밀비스가 고공에서 지상을 밀집 폭격해 150%의 강력한 물리상해를 입힌 2000라운드 닥터스"
,"米尔维斯
居高临下
对地面进行密集轰击
造成150%的超强物理伤害，
眩晕2000回合
大师士大夫","밀비스
높은 곳에서 아래를 내려다보다
지면에 대해 밀집 폭격을 가하다
150%의 강력한 물리적 피해를 입히고
아찔 2000 라운드
대사 사대부"
,"米歇尔","미셸"
,"类型","종류"
,"精英","엘리트"
,"系统公告","시스템 공지"
,"系统已就绪","시스템이 이미 준비되었다"
,"系统频道不能发言，请切换到其他功能频道","시스템 채널은 발언할 수 없습니다. 다른 기능 채널로 전환하십시오"
,"系谱","계보"
,"系谱关系总览","계보관계총람"
,"系谱加成","계보를 더하다."
,"系谱加成：","계보 가산:"
,"系谱构成","계보 구성"
,"素材装备","소재 장비"
,"素材装备已强化，若要合成，素材装备将会消失，装备强化等级将不会进行合成","소재 장비가 강화돼 합성을 하려다 보면 소재 장비가 사라지고 장비 강화 등급은 합성을 하지 않는다."
,"紫","자색"
,"紫色及以上","보라색 이상"
,"紫色品质","퍼플 품질"
,"红点开关","레드닷 스위치"
,"约","대략"
,"纽带指令","유대 명령"
,"经典","경전"
,"经验值","경험치"
,"经验获取","경험 획득"
,"结晶不足。是否前往商店购买？","결정이 부족합니다. 상점에 가서 구매하시겠습니까?"
,"结晶存储上限","결정 저장 상한선"
,"结晶获取效率","결정 획득 효율"
,"结束时间:","종료 시간:"
,"给予支援的团员","후원하는 단원"
,"综合战力","종합전력"
O,"综合效能","종합 성능"
,"综合评价","종합평가"
,"绿","푸르다"
,"绿色底纹","그린 저지"
,"编织者","편직자"
,"编辑","편집하다"
O,"编队","대열 편성"
O,"编队中","대열 편성중"
,"编队位置","편대 위치"
,"编队功能解锁","편대 기능 잠금 해제"
O,"编队强化","편대 강화"
,"缺乏情报","정보 결핍되다"
,"罗伊斯","로이스"
,"罗德岛","로드아일랜드"
,"罗素","러셀"
,"置顶","지붕을 얹다"
,"耗时","시간이 걸리다"
,"耗时 04h","소요시간 04h"
,"聊天","채팅"
,"聊天设置","채팅 설정"
,"职业","직업"
,"职业构成","직업구성"
,"职位","직위"
,"联合作战","연합 작전"
,"联合作战本部","합동작전본부"
,"联盟","연맹"
,"背景","배경"
,"背景标题介绍","배경 제목 소개"
,"背景音乐","배경음악"
,"背水","배수진"
,"背水一战","배수진을 치다"
O,"胜利","승리"
,"胜率","승률"
,"胡萝卜中队","당근 중대"
,"能源系统","에너지 시스템"
,"能量","에너지"
,"能量恢复满还需:","에너지가 가득 차려면:"
O,"脱离战线","전선 이탈"
O,"自动战斗","자동 전투"
O,"自动战斗奖励双倍","자동 전투 보상 2배"
O,"自动挑战","자동 도전"
O,"自动编队","자동 편대"
O,"自动补充体力","자동 체력 보충"
O,"自动贩售装备","자동 장비 판매"
,"自动退役战姬","자동퇴역전희"
,"自动AI设置","자동 AI 설정"
,"自定义","사용자 정의"
,"自我介绍","자기 소개"
,"自由加入","자유가입"
,"自由进入","자유진입"
,"舒适度","쾌적도"
,"舒适度累计用家具","쾌적도 누계용 가구"
,"航海印象儿童画","항해인상 어린이 그림"
,"航点一","항로 1"
,"航点奖励","항공운항 장려금"
,"航点5-1","운항점 5-1"
,"航队","항로대"
,"舰队","함대"
,"舰队任务","함대 임무"
,"舰队声望","함대의 명망"
,"舰队指令","함대 명령"
,"艾丽卡","엘렉트라"
,"艾欧","아이오"
,"花费","쓰다"
,"苍晶","창정"
,"范围技能","범위 기능"
,"荣誉","영예"
,"获取","획득"
,"获取冶金齿轮","야금 기어 획득"
,"获取几率","획득 확률"
,"获取途径","획득 경로"
,"获取金币","금화 획득"
O,"获得","획득"
O,"获得分数","점수 획득"
,"获得头像","프로필 사진 획득"
O,"获得时间","기간획득"
O,"获得角色","캐릭터획득"
,"获得途径","획득 경로"
O,"获得随机物品","무작위 물품 획득"
,"获得顺序","획득 순서"
,"获得10个科研星星","10개의 과학 연구 별을 획득"
,"获得11个","11개 획득"
,"获得300钻石","300 다이아몬드 획득"
,"菲特","피트"
,"菲特·哈洛温","피터 할로윈"
,"菲特哈洛温","핏할로윈"
,"萨维尔","사벨"
,"蓝","란"
,"蓝色及以上","블루 이상"
,"蕾拉","레일라"
,"蕾拉从高空瞄准敌人进行圆弧设计，对地方全体目标造成伤害，伤害由我放全体目标攻击力和地方最大生命值决定。我方全体目标64共计里上身","레일라는 높은 상공에서 적을 향해 원을 그리며 설계되어 지방 전체 목표물에 피해를 주고, 상처는 내가 전체 목표 공격력과 지방의 최대 생명치를 놓고 결정한다.우리 측 전체 목표 64 합계 리상"
,"虚幻套装","판타지 세트"
,"蜘蛛特工","스파이더 공작원"
,"蝠音猎人","박쥐소리 사냥꾼"
,"行动力最大持有量增加10","행동력 최대 보유량 10 증가"
,"行星轮滚柱离","행성 로터리"
,"表情","표정"
,"被锁定的装备不可贩卖和作为强化材料","고정된 장비는 판매 불가 및 강화재로 사용"
,"裂缝章鱼","금이 간 낙지"
,"装备中","장비 중"
,"装备合成提示","장치 합성 알림"
,"装备品质","장비 품질"
,"装备强化成功","장비 강화 성공"
,"装备星级","장비 등급"
,"装备等级","장비 등급"
,"装备箱","장비함"
,"装备类型","장치 종류"
,"装备自动贩卖选项","장비 자동판매 옵션"
,"装备贩卖件数","장비 판매 건수"
,"装备","장비"
,"装备贩卖所得","장비 판매 수익"
,"装甲材料","장갑재"
,"装载","적재"
,"装载消耗","적재소모"
,"西日","서일"
,"覆盖现有方案","기존 프로젝트 덮어쓰기"
,"觉醒","각성"
,"角色名","캐릭터명"
,"角色名字七个字","캐릭터 이름 일곱 글자"
,"角色名字八个字","캐릭터 이름 여덟 글자"
,"角色名有八个字啊","캐릭터명이 여덟 글자네요"
,"角色名要八个字啊","배역명은 여덟 글자로 하는구나"
,"角色码：","캐릭터 코드:"
,"角色简介","캐릭터 소개"
,"角色获取锁定","캐릭터 잠금 가져오기"
,"角色行动中","캐릭터 행동 중"
,"角色贩卖件数","캐릭터 판매 건수"
,"角色","역할"
,"角色贩卖所得","캐릭터 판매 수익"
,"解剖傀儡，一二三四，一二三四","꼭두각시 해부, 하나둘 셋 넷, 하나둘 셋 넷"
,"解锁","잠금 해제"
,"解锁此碎片需要PT达到10000","이 조각을 잠금 해제하려면 PT가 10,000이 되어야 합니다"
,"解锁特级奖励","특급 장려금의 자물쇠를 풀다."
,"触摸关闭","터치 닫기"
,"训练时开启","훈련 시 켜기"
,"训练模式","훈련 모드"
,"设为默认","기본값으로 설정"
,"设备部署","설비 배치"
,"设置","설정"
O,"设置支援队伍","지원 부대 설정"
,"设置条件","설정 조건"
O,"设置编组","편성 설정"
,"访问","접근"
O,"评价","평가"
,"评议会任务","의회 임무를 평정하다."
,"词条项目","표제어 항목"
O,"试用角色","시범 사용"
,"该层已通过","그 층이 이미 통과되었다."
,"该层未解锁","이 레이어는 잠금장치가 해제되지 않았습니다."
O,"该礼包","선물함"
,"该角色科技等级达到3方可开启评论哦。","이 캐릭터는 3등급이 돼야 리뷰를 시작할 수 있습니다."
,"该阶段未解锁","이 단계에서는 잠금이 해제되지 않았습니다."
,"详细信息","상세 정보"
,"详细数据","상세 데이터"
,"语音","음성"
,"语音资料","음성 자료"
,"语音音量","음성 음량"
O,"说明","설명"
,"请先添加主要装备","주요 장비를 먼저 추가하세요"
,"请多指教","많은 지도 부탁드립니다"
,"请完成上一阶段","이전 단계를 완성하세요"
,"请放入主要装备，主要装备的附加属性词条被素材装备的附加属性词条完全替换","주요 장비를 넣고 주요 장비의 부가 속성 표제어를 소재 장비의 부가 속성 표제어로 완전히 교체해 주십시오"
,"请求数量:","요청 수:"
,"请稍候","잠시만 기다려주세요"
,"请输入兑换码","환전코드를 입력해주세요"
,"请输入您的生日","생일을 입력해 주세요"
,"请输入您的账号","계정을 입력하십시오"
,"请输入新的名字（8个字以内）","새로운 이름(8자 이내)을 입력하세요"
,"请输入新的指挥官名称","새 지휘관 이름을 입력하십시오"
,"请输入方案名称","프로젝트 이름을 입력하십시오"
,"请输入本次测试的激活码","이번 테스트의 활성화 코드를 입력해주세요"
,"请输入玩家真实ID","플레이어 실제 ID를 입력해주세요"
,"请输入频道号( 1-200 )","채널 번호를 입력하세요 (1-200)"
,"请输入12位礼包码","12비트 선물세트 코드를 입력하세요"
,"请选择指挥官形象","지휘관 이미지를 선택해 달라."
,"请选择登录方式","로그인 방식을 선택하세요"
O,"调整位置","위치 조정"
,"负面效果免疫","역효과면역"
,"贡献度","기여도"
,"账号管理","계좌번호 관리"
,"账号：","계정:"
,"账户信息","계정 정보"
O,"购买","구매"
O,"购买体力","체력 구입"
O,"购买即可获得","구매시 획득 가능"
O,"购买后可以获得400最钻石","구매시 다이아몬드 400개 획득"
O,"购买后立即获得","구매 즉시 획득"
O,"购买后获得","구매 후 획득"
O,"购买招募券","모집권 구매"
O,"购买挑战次数","구매 도전 횟수"
O,"购买数量","구매수량"
O,"购买通行证","통행증 구매"
O,"购买金币","금화 구매"
,"购买1天","구매 1일"
,"购买7天","구매 7일"
,"资料未解锁","자료 미해금"
O,"资源下载","리소스 다운로드"
,"资源列表","자원 목록"
,"资源收取","자원수취"
,"资源舰状况","자원함 상황"
,"资源获取","자원 획득"
,"资金","자금"
,"资金商店","자금 상점"
,"赏金任务挑战次数 +1","현상금 임무 도전 횟수+1"
,"赛季名称","시즌명"
,"赛季排名","시즌 랭킹"
,"赛季积分","시즌 포인트"
,"赛季积分:","시즌 포인트:"
,"走向声音的方向","소리의 방향을 향하다"
,"超过期限邮件将被删除","이메일은 기한이 지나면 삭제된다"
,"距离下个奖励","다음 보상까지"
,"距离作战结束","거리 작전 종료"
,"距离开始 21时","거리 시작 21시"
,"距离排异8回合","거리배정 8라운드"
,"距离活动结束还有12天","행사 종료 12일 남았다"
,"距离BOSS撤退还有 07是 32分","보스 철수까지 07은 32점"
,"跳出好感度演出","호감도 연출"
,"跳过","건너뛰다"
,"跳过教学","수업을 건너뛰다"
,"踢出公会","조합을 차내다"
,"躯干校准","몸통 교정"
,"转头空。青山依旧在，几度夕阳红。白发渔樵江渚上，掼看秋月春风。一壶浊酒喜相逢。古今多少事","허공에 떴다. 푸른 산은 여전히 남아 있고 석양은 몇 번이나 붉다.백발이 되어 나무꾼 강둑에 올라 가을 봄바람을 타다.탁주 한 주전자 만남이 반갑다.고금을 막론하고 얼마나 많은 일인가."
,"转移完成","이전완료"
O,"输入以搜素","검색어 입력"
,"输入您的生日","생일을 입력하십시오"
,"输入方案名称","프로젝트 이름 입력"
O,"返回","뒤로"
O,"返回基地","기지로 돌아가기"
,"返回游戏","게임으로 되돌리기"
O,"还原","원복"
,"这是一张图片","이것은 한 장의 그림이다."
,"这里只是一句台词。","이것은 단지 대사 한 줄일 뿐이다."
,"这里只是一句台词。这里只是一句台词。这里只是一句台词。这","이것은 단지 대사 한 줄일 뿐이다.이것은 단지 대사 한 줄일 뿐이다.이것은 단지 대사 한 줄일 뿐이다.이"
,"这里只是一句台词。这里只是一句台词。这里只是一句台词。这这里只是一句台词。这里只","이것은 단지 대사 한 줄일 뿐이다.이것은 단지 대사 한 줄일 뿐이다.이것은 단지 대사 한 줄일 뿐이다.여기서는 한 마디 대사일 뿐이다.여기까지만"
,"这里只是一句台词。这里只是一句台词。这里只是一句台词。这这里只是一句台词。这里只是一句台词。","이것은 단지 대사 한 줄일 뿐이다.이것은 단지 대사 한 줄일 뿐이다.이것은 단지 대사 한 줄일 뿐이다.여기서는 한 마디 대사일 뿐이다.이것은 단지 대사 한 줄일 뿐이다."
,"这里可以写描述文字","여기에 묘사를 쓸 수 있다"
,"这里可能有文字也可能没有，编队功能介绍编队功能介绍编队功能介绍这里可绍这能有文字也可能没有，编队功能介绍编队功能介绍编队功能介绍绍编队功能介绍介绍编队功能介绍","여기에 글자가 있을 수도 있고 없을 수도 있고, 편대 기능 소개 편대 기능 소개 여기 소개 글자가 있을 수도 없고, 편대 기능 소개 편대 기능 소개 편대 기능 소개 편대 기능 소개 편대 기능 소개 편대 기능 소개 편대 기능 소개 소개 소개 편대 기능 소개 소개 소개"
,"这里是名字最长度","여기가 이름 최길이"
,"这里还没有评论哦，来做第一个评论的指挥官吧~","여기엔 아직 리뷰가 없습니다. 첫 리뷰 지휘관이 되어보세요."
O,"进入战斗","전투돌입"
,"进度","진도"
O,"进攻","공격"
O,"进攻胜率","공격 승률"
O,"进攻配置","공격 배치"
O,"进行战姬强化","전희 강화 진행"
O,"进阶奖励","업그레이드 보상"
,"进阶积分","진계적분"
,"连接中","연결 중"
,"连续30日，每日登陆获得","30일 연속, 매일 접속 획득"
,"迷宫商店","미로 상점"
,"退出同盟会有24小时冷却时间","동맹 탈퇴 24시간 냉각될 듯"
O,"退出师团","사단 탈퇴"
,"退出游戏","게임 종료"
,"退出账号并回到标题界面","계정을 종료하고 제목 인터페이스로 돌아갑니다"
O,"退役","퇴역"
O,"退役获得","퇴역"
,"适龄提示","적령기 제시"
,"逆商氪","역상 크립톤"
,"选中的素材战姬中含有【五星】或以上的战姬
请输入YES以确认该操作","선택된 소재 전희에는 [오성] 혹은 이상의 전희가 포함되어 있다
이 작업을 확인하기 위해 YES를 입력해 주세요"
O,"选择","선택"
,"选择中","선택 중"
,"选择星级","성급 선택"
,"选择本次升级解锁的设施","이번 업그레이드에서 잠금해제 시설 선택"
O,"选择等级","등급 선택"
O,"选择道具","아이템 선택"
,"选项一，我是谁","옵션 하나, 내가 누구인지"
,"选项三，我是谁","옵션 셋, 내가 누구인가"
,"选项二，我是谁","옵션 2 내가 누구인지"
O,"通关10-4(困难)解锁","스테이지 10-4 (어려움) 클리어 후 잠금 해제"
O,"通讯中...","통신 중..."
O,"通过","통과"
O,"速度","속도"
O,"速度套装","속도 세트"
O,"速度套装 (1/4)","속도 세트(1/4)"
O,"速度提升 15%","속도 +15%"
,"速攻值减少","속공치 감소"
,"造成攻击力60%的伤害，无视70%的防御力
根据添加烧伤状态时攻击者的攻击力计算","공격력 60%손상, 방어력 70%무시
화상 상태 추가 시 공격자의 공격력에 따라 계산"
O,"道具支援","아이템 지원"
,"遣状况","상황을 파견하다"
O,"遭遇傀儡师","괴뢰사를 만나다"
O,"遭遇敌对AG","적대AG 조우"
O,"遭遇BOSS再释放技能","보스 조우시 스킬 사용"
O,"邀请","초대"
O,"邀请列表","초대장 목록"
O,"邮件","우편"
O,"部署开始","배치 시작"
O,"配置一名重装型战姬完成关卡","중장형 AG 한 명 배치하고 스테이지 클리어"
O,"配置1名重装型战姬通关条件","중장형 AG 한 명 배치하고 스테이지 클리어"
O,"释放条件","사용 조건"
O,"释放顺序","사용 순서"
,"释放顺序的解释释放顺序的解释释放顺序的解释释放顺序的解释释放顺序的解释释放顺序的解释释放顺序的解释","석방순서를 해석해석방순서를 해석해석방순서를 해석해석방순서를 해석해석방순서를 해석해석방순서를 해석해석방순서를 해석해석방순서를 해석해석방순서로 해석한다."
O,"重复对战奖励","반복하여 대전을 장려하다."
,"重复挑战同一玩家超过2次
不会在获得奖励积分","같은 플레이어에 2번 이상 재도전
보너스 포인트는 더 이상 받지 않습니다"
O,"重置","재설정"
O,"重置奖励","재설정 보상"
O,"重置消耗","재설정 소모"
O,"重置规则","재설정 규칙"
O,"重装型战姬","중장형 AG"
O,"重要奖励","중요 보상"
O,"重试","재시도"
O,"金","금"
,"金币存储上限","금화저장상한액"
,"金币获取效率","금화 획득 효율"
,"金色","금색"
,"金色词条数量","금색 표제어 수"
,"钻石钻石","다이아몬드 다이아몬드"
,"铁笼姬","철롱희"
,"锁定","LOCK"
,"锻米尔科研会","단조미르 과학 연구회"
,"锻素结晶","단조 결정"
,"问卷I","설문 I"
O,"队","팀"
O,"队伍","부대"
O,"队伍得分","부대 점수"
O,"队伍成员","부대 구성원"
O,"队伍1","부대 1"
O,"队伍2","부대 2"
O,"队伍3","부대 3"
O,"队伍4","부대 4"
O,"队伍5","부대 5"
,"防务赛季","디펜스 시즌"
,"防卫","방위하다"
,"防卫蜘蛛","방위거미"
O,"防守","방어"
,"防守胜率","수비 승률"
,"防守配置","수비 설정"
O,"防御","방어"
O,"防护系统","방호 시스템"
,"防空傀儡","방공 꼭두각시"
,"阵线","전선"
,"阵线之子","전선의 아이"
,"阵线任务","전선 임무"
,"阵线卫队","전선 수비대"
,"阵线联合","전선 연합"
,"阵线设施作战","전선 시설 작전"
,"阶段Ⅰ","단계Ⅰ"
,"阿努比斯","아누비스"
,"阿尔卑斯山峰军事","알프스 산 군사"
,"阿松大","아송다"
O,"附加属性1","추가 속성 1"
,"附加属性1
颜色限制","추가 속성 1
색상 제한"
O,"附加属性2","추가 속성 2"
,"降序","강하서"
O,"限时任务","기간 한정 임무"
O,"限时活动","기간 한정 이벤트"
,"限购说明","구매제한 설명서"
O,"随机属性","무작위 속성"
O,"随机获取2-4种副属性","무작위로 2-4가지 서브 속성 가져오기"
O,"随机1条主属性","무작위 1개 메인 속성"
,"隐私政策","프라이버시 정책"
O,"隐藏","숨김"
O,"雷达校准","레이더 조정"
,"需求工会达到 10 级","수요 노조가 10급에 달하다"
O,"需求材料","필요한 재료"
O,"需要","필요"
,"需要战姬等级：30","필요전희등급:30"
,"需要探索等级","탐색 등급 필요"
,"需要 24h","24시간 소요"
,"非常规集束炸弹","비상식 집속탄"
,"音效音量","음향 음량"
,"预约奖励","예약 인센티브"
,"预计消耗","예상 소모"
O,"领取","수령"
O,"领取全部","전부 수령"
,"领取期限：","수령기한:"
,"频道","채널"
,"额外获得","추가 획득"
,"食堂","식당"
O,"餐厅","레스토랑"
,"首充双倍","초회두배"
,"首杀","첫 공격"
,"首次","처음"
,"首次双倍","초회두배"
,"首次获得角色锁定","첫 번째 캐릭터 잠금 받기"
,"驱动骨架","구동골격"
,"验证文件完整性","파일 완전성 검증"
,"骨架学院","골조학원"
,"骷髅涂鸦","해골 낙서"
,"高","높다"
,"高级作战记录","고급 작전 기록"
O,"高级指令","고급지령"
,"高级材料（当前持有1000）","고급 재료(현재 보유 1000)"
,"高额奖励结束后
开启支持代理作战的不限次关卡","고액 인센티브가 끝난 후
대리전 지원 무제한 관문 열어"
,"高高高高高高高高高高高高高高高高高高高高高高高高","높이높이높이높이높이높이높이높이높이높이높이높이높이높이높이높이높이높이높이높이높이높이높이높이높이"
O,"魔法少女","마법소녀"
O,"魔法少女菲特","마법소녀 피터"
O,"魔法少年菲特","마법소년 피터"
O,"魔贯光杀炮","마관광살포"
O,"鹰身","하피"
O,"鹰身女妖","하피"
O,"黄金级","골드 등급"
,"黄金I","골드I"
,"黄金VI","골드VI"
,"黑名单","블랙리스트"
,"黑胶炸鸡","흑교치킨"
,"默认","묵인"
,"默认排序","기본 정렬"
,"ꇹꇹ※会依填写的日期举行特别的庆典","ꇹꇹ ※ 기입한 날짜에 따라 특별한 축제가 진행됩니다"
,"（单选）","(단선)"
,"（可多选）","(복수응답)"
,"，其中含有5","5가 들어있다."
O," 升级设施"," 시설 업그레이드"
O," 收取资源"," 자원 수령"
,"  妮娜已被移除群聊","니나는 이미 단체 채팅에서 제외되었다."
O,"   声音","   소리"
O,"    当前派遣等级","    현재 파견 레벨"
O,"(剩余时间1天23时24分)","(남은 시간 1일 23시 24분)"
,"( 其中包含1次免费次数 )","(공짜 횟수 1회 포함)"
,"( 包含1次免费)","(1회 무료 포함)"
O,"(4件时可用)","(4개일 때 사용 가능)"
O,"+25友情点","+25우정포인트"
O,"+9解锁","+9해제"
O,"-暂无-","-없음-"
O,"-暂时没有收到邮件-","-우편물을 받지 못했습니다-"
O,"-未上榜-","-순위권 외-"
O,"- 无限制 -","-무제한-"
O,"/ /    开 始 转 移    / /","/ /    이동 시작    / /"
,"//通讯系统离线","// 통신 시스템 오프라인"
,"//额外能力提升","// 추가 능력 향상"
O,"// 替换","// 바꾸기"
,"//////暂未开启///////","/////가 켜지지 않음 ////////"
,"0伤害 0 占比","0 손실 0 비율"
,"0%-50% 战姬生命力增加30￥","0-50%AG 생명력 +30%"
O,"1次兑换","1회교환"
,"1.未满8周岁用户无法充值2.未实名用户无法充值3.8周岁以上未满16周岁用户，单次充值不得超过50元4.8周岁以上未满16周岁用户，每月累计充值不能超过200元5.16周岁以上未满18周岁用户，单次充值不得超过100元6.16周岁以上未满18周岁用户，每月累计充值不能超过400元","1. 만 8세 미만 사용자는 충전할 수 없습니다2. 미실명 사용자는 충전할 수 없습니다만 3.8세 이상 만 16세 미만 가입자는 단회 충전으로 50원을 초과할 수 없습니다.만 4.8세 이상 만 16세 미만 가입자는 매월 누적 충전액이 200원을 넘을 수 없습니다.5.16세 이상 18세 미만 가입자는 단회 충전으로 100원을 초과할 수 없습니다.6. 만 16세 이상 만 18세 미만 가입자는 매월 누적 충전액이 400원을 넘을 수 없습니다."
,"10件","열 건"
,"10小时34分59秒 后刷新对手","10시간 34분 59초 만에 새 출발"
O,"10小时","10시간"
,"10日内每日可获得特殊任用许可*1","10일 이내 매일 특수임용허가 *1"
O,"10次（失败0次）","10회(0회 실패)"
,"10次","열 번"
,"10次兑换","열 번 환전"
O,"10级以上","10레벨 이상"
O,"10-05 04:00 至 11-09 04：00","10-054:00~11-094:00"
,"11天后结束售卖","11일 후 판매 종료"
,"123阿斯蒂芬程序阿萨的风险资产v阿斯蒂芬现场v阿斯蒂芬","123 아스티펜 프로그램 아사의 위험자산 v 아스티펜 라이브 v 아스티펜"
O,"14天23小时31分","14일 23시간 31분"
,"15时15分","15시 15분"
,"15 秒","15초"
O,"2星及以下","2성급 이하"
O,"20级以上","20급 이상"
O,"2020年12月25日 [一]  20:30","2020년 12월 25일 [一] 20:30"
O,"2020年4月1日","2020년 4월 1일"
O,"2020/5/23 下架","2020/5/23 하대"
O,"20H20m后过期","20H20m 후 만료"
O,"20h 20m 后过期","20h 20m 후 만료"
O,"22时54分刷新","22시 54분 갱신"
O,"3小时后重置次数","3시간 후 횟수 리셋"
O,"3星及以下","3성급 이하"
O,"30级以上","30레벨 이상"
O,"4星及以下","4성급 이하"
,"4-1  登入华盛顿","4-1 워싱턴 입성"
O,"40级以上","40레벨 이상"
O,"5天23小时12分","5일 23시간 12분"
O,"5星及以下","5성급이하"
O,"5月2日 16:00 - 5月4日 6:00","5월 2일 16:00-5월 4일 6:00"
O,"50级以上","50레벨 이상"
,"5000分以上","오천점 이상"
,"6连胜
奖励加成","6연승
장려금 할증"
O,"60级以上","60레벨 이상"
,"7天20时","7일 20시"
,"7日签到奖励","7일에 서명하여 포상하다"
O,"8分前","8분전"
,"99 条未读 点击前往最新消息","99건의 읽지 않고 최신 소식으로 가기 클릭"
,"<机动战姬：聚变>运营团队","<机动战姬：聚变>운영팀"
O,"<size=25>60Fps</size><size=18>(高帧率会导致过热)</size>","<size=25>60Fps</size><size=18>(높은 프레임의 경우 과열로 이어질 수 있음</size>"
,"<size=28>您当前在商店中能获得的最高装备星级为%d星</size>","<size=28>현재 스토어에서 얻을 수 있는 최고 장치 별%d 별</size>"
,"<size=35>×</size>   请 添 加 装 备   <size=35>×</size>","<size=35>×</size>장비를 좀 더 넣어 주세요.<size=35>×</size>"
O,"AG-34 夏洛蒂","AG-34 샬로티"
O,"AGR-01 火之魔法少女","AGR-01 불의 마법소녀"
,"B组","B그룹"
,"CD: 4回合","CD: 4라운드"
O,"CP消耗: 150","CP 소모량: 150"
,"DIY模式","DIY 모드"
,"DIY设置组","DIY 설정 그룹"
,"HP残余","HP 잔재"
,"IV型[灵觉]","IV타입[영각]"
O,"Lv.30解锁","Lv.30 해제"
O,"MVP角色","MVP 캐릭터"
,"RANK提升提示","RANK 향상 도움말"
,"T2·赤血玉钢","T2. 적혈옥강"
O,"UP名称:UP属性说明","UP 이름: UP 속성 설명"
O,"YES （不区分大小写）","YES(대소문자 구분 없음)"
,"[免费次数刷新 %.2d:34:22]","[무료 횟수 갱신%2d:34:22]"
,"[双方生效]:所有角色的范围伤害有35%几率眩晕目标1回合","[양측발효] : 모든 캐릭터의 범위상해 35%의 현기증 타겟 1라운드"
,"[点击加载更多战报]","[더 많은 전보 불러오기 클릭]"
,"[ 剩余次数 3/5]","[나머지 횟수 3/5]"
