Confirmed,Id,Source,KOR
,"100720038","这是奥托露娜对name能力的认可，也是对ta的信任。","이는 오토루나가 name의 능력을 인정한 것이자 ta에 대한 믿음이다."
,"100720039","non，请为我……为人类带来胜利吧。","non, 날 위해… 인류에게 승리를 가져다줘."
,"100730000","通天港外……","통천항 밖..."
,"100730001","哈哈哈哈！","하하하하!"
,"100730002","还不够，还不够！","아직 모자라, 아직 모자라!"
,"100730003","这家伙……怎么突然变这么强了。","이놈...갑자기 왜 이렇게 강해졌냐."
,"100730004","怪不会偷偷练级了吧！","설마 몰래 레벨을 밟는 건 아니겠지!"
,"100730005","老大，给梅尔也喂几个猫球！","첫째, 멜에게도 고양이 공을 몇 개 먹여라!"
,"100730006","梅尔要变强，要变强嘛！","멜 강해져야지 강해져야지."
,"100730007","别管那个傻瓜了，指挥官，什么时候骑士AG能来支援我们？","그 멍텅구리 놔둬, 지휘관, 언제 기사 AG가 우리를 지원하러 올 수 있겠어?"
,"100730008","那……给梅尔的大炮也升级一下？","그럼...멜에게 줄 대포도 업그레이드?"
,"100730009","别管那个傻瓜了，指挥官，什么时候骑士AG能来支援我们？","그 멍텅구리 놔둬, 지휘관, 언제 기사 AG가 우리를 지원하러 올 수 있겠어?"
,"100730010","喂，这像话吗？","야, 이게 말이 돼?"
,"100730011","别管那个傻瓜了，指挥官，什么时候骑士AG能来支援我们？","그 멍텅구리 놔둬, 지휘관, 언제 기사 AG가 우리를 지원하러 올 수 있겠어?"
,"100730012","是现在哦，我们已经做好——","지금이야, 우린 이미 다 했어."
,"100730013","小心！","조심해!"
,"100730014","破绽太大了，哈哈哈！","허점이 너무 크다, 하하하!"
,"100730015","什么？！","네?!"
,"100730016","堕落骑士以极快的速度冲到夏洛蒂面前，刺穿了她的侧腹。","타락한 기사는 빠른 속도로 샬로티에게 달려가 옆배를 찔렀다."
,"100730017","真是弱小啊。","정말 약하군요."
,"100730018","夏洛蒂！","샬로티!"
,"100730019","小粉，带她去治疗室，尽快诊断。","꼬마야, 치료실로 데려가 빨리 진찰해."
,"100730020","我知道了……","알겠어요..."
,"100730021","<color=#9dd0ff>妮欧，采用预备方案。</color>","<color=#9dd0ff>니오, 예비안을 채택하다.</color>"
,"100730022","了解。","알겠습니다."
,"100730023","传达指挥官指令，所有部队组成防线，以减缓傀儡师行动为目标作战！","지휘관의 지령을 전달하고 모든 부대가 방어선을 구성하여 괴뢰사단의 행동을 늦추는 것을 목표로 작전하라!"
,"100730024","<color=#969696>这个傀儡师的能力大幅增加了，短时间内为什么会发生那么大的变化……</color>","<color=#969696>이 괴뢰사단의 능력이 대폭 증가했는데, 단기간에 왜 그렇게 변했는지….</color>"
,"100730025","你们，只有这点能耐吗？","너희들, 이것밖에 안 되니?"
,"100730026","啧……想不到组成的防线那么轻易就被突破了……","쯧..이렇게 쉽게 방어선이 뚫릴 줄이야.."
,"100730027","太夸张了，力量居然仍在不断增幅。","너무 과장되었는데도 힘이 계속 불어나고 말했다."
,"100730028","即刻返回舰队，和莱德她们轮换。","즉각 함대로 돌아가 레이드와 교대했다."
,"100730029","了解。","알겠습니다."
,"100730030","<color=#9dd0ff><color=#9dd0ff>人马，对方的旗舰为了回收她们降低高度了。</color></color>","<color=#9dd0ff><color=#9dd0ff>인마, 상대방의 기함이 그녀들을 회수하기 위해 고도를 낮췄다.</color></color>"
,"100730031","<color=#9dd0ff><color=#9dd0ff>机会已经到了，直接摧毁那支部队的指挥部，攻入城中。</color></color>","<color=#9dd0ff><color=#9dd0ff>기회는 이미 왔다.직접 그 부대의 지휘부를 파괴하고 성 안으로 쳐들어갔다.</color></color>"
,"100730032","哈哈哈哈哈哈，我不用你教！","하하하하하, 나는 네가 가르치지 않아도 돼!"
,"100730033","它在和谁说话——","그것은 누구와 이야기하고 있다-"
,"100730034","……糟了！","...큰일이네!"
,"100730035","堕落骑士纵身跃起，仅数秒后，就站在了「纽带」指挥舰的甲板上。","타락한 기사는 몸을 날려 불과 수초 만에 「고리」 지휘함의 갑판 위에 섰다."
,"100730036","<color=#969696>一直在等着我吗……</color>","<color=#969696>계속 나를 기다렸나...</color>"
,"100730037","<color=#969696>原来如此，我终于确信了。</color>","<color=#969696>그렇구나, 나는 마침내 확신했다.</color>"
,"100730038","<color=#969696>裂缝章鱼战役、A-1区的AG入侵，加上现在的堕落骑士突袭，如此了解我部署的人只有她了。</color>","<color=#969696>균열문어 전투, A-1구역의 AG 침입, 그리고 지금의 타락한 기사 급습까지 내 배치를 이렇게 잘 아는 사람은 그녀밖에 없다.</color>"
,"100730039","这艘船就是旗舰？！哈哈哈，变成……","이 배가 기함이라고?!하하하, 변..."
,"100730040","——我骑士团的一员吧！","-기사단원이죠."
,"100730041","堕落骑士刺出的骑枪贯穿甲板，直接进入到舰桥，然而……","타락한 기사가 찌른 기총이 갑판을 관통해 함교로 직진한다."
,"100730042","一位黑色的骑士AG在傀儡师专注攻击舰桥的间隙，直接将骑枪刺入了傀儡师的身体。","한 검은 기사 AG는 괴뢰사단이 함교 공격에 몰두하는 사이 괴뢰사단의 몸에 총을 꽂았다."
,"100730043","你是……！","당신은…!"
,"100730044","黑曜骑士团AG-维多利亚，已执行您的指令。","명령어를 실행한 흑요 기사단 AG- 빅토리아"
,"100730045","<color=#9dd0ff>谢谢你，维多利亚。</color>","<color=#9dd0ff>고마워요, 빅토리아.</color>"
,"100730046","不必对我客气，把我当做您舰队中的AG即是。","나에게 사양할 필요 없습니다.저를 당신 함대의 AG로 간주합니다."
,"100730047","怎么可能，你怎么会在这里，明明你们的头领已经被我——","말도 안 돼, 니가 여기 어떻게 있어, 분명 너희 두목은 내 손에 들어갔는데-"
,"100730048","顺着被傀儡师破坏的甲板创口看去，「纽带」旗舰的舰桥空空如也。","괴뢰군단에 의해 파괴된 갑판 창구를 따라 보니, 유대 기함의 함교가 텅 비어 있었다."
,"100730049","你们在耍我！？","너네 나를 놀리고 있어!?"
,"100730050","可怜的洛兰，傀儡后的你，仅是一具将意识和记忆停留在过去的僵尸。","불쌍한 로랑, 꼭두각시 뒤의 너는 의식과 기억을 과거에 머물러 있는 좀비일 뿐이다."
,"100730051","维多利亚！","빅토리아!"
,"100730052","尽管来吧，接下来我才是你的对手。","얼마든지 와라, 다음에는 내가 너의 적수이다."
,"100730053","██████████——！","██████████——！"
,"100730054","<color=#9dd0ff>计划失败了，立刻撤退。</color>","<color=#9dd0ff>계획이 실패하여 즉시 철수하다.</color>"
,"100730055","维多利亚！","빅토리아!"
,"100730056","<color=#9dd0ff>忘记你的使命了？猎物在城内。</color>","<color=#9dd0ff>너의 사명을 잊었니?사냥감이 시내에 있다.</color>"
,"100730057","……！","……！"
,"100730058","我要……完成自己的使命！","나는… 자신의 사명을 완수할 것이다!"
,"100730059","撤离了吗……","철수했나..."
,"100730060","应该是幕后操纵者对它下了新的指令。","배후에서 새로운 지령을 내린 것으로 보인다."
,"100730061","甚至还有人能操纵傀儡师？","심지어 괴뢰사단을 조종할 수 있는 사람도 있는가?"
,"100730062","……只要掌握傀儡师的特性，并不是什么困难的行动。","…괴뢰사단의 특성만 파악된다면 그리 어려운 행동은 아니다."
,"100730063","维多利亚，我已经知道堕落骑士在找什么了，根据我的指示行动。","빅토리아, 나는 이미 타락한 기사가 무엇을 찾고 있는지 알고 있었다. 내가 시키는 대로 행동했다."
,"100730064","是。","네."
,"100730065","报告，维多利亚已返回，需要继续让她待机吗？","보고, 빅토리아가 돌아왔는데 계속 대기시켜야 하나요?"
,"100730066","不用，让她去支援妮欧。","아니오,그녀에게 니오를 지원하게 하세요."
,"100730067","现在这里已经没有危险了，让旗舰回到安全空域进行修复吧。","이제 이곳은 위험이 없으니 플래그십을 안전공역으로 복귀시켜 복구하자."
,"100730068","是。","네."
,"100730069","已完成远程操作，旗舰将从空域300米上升空域至1500米。","원격조종이 완료돼 플래그십은 공역 300m에서 1500m로 상승한다."
,"100730070","从一开始旗舰就是诱饵，「纽带」这次真正的指挥室是处于高空的小型舰载机……！","처음부터 플래그십은 미끼였다. 「유대」의 진짜 지휘실은 고공에 있는 소형 함재기였다…!"
,"100730071","这次失败反而让我暴露了自己……","이번 실패는 오히려 나 자신을 드러냈는데…"
,"100730072","non……你已经发现是我了吗？","non...나인 걸 알아챘어?"
,"100740000","此时，通天港内……","이때 통천항 안."
,"100740001","傀儡师，傀儡师在城墙上！","괴뢰사, 괴뢰사단이 성벽 위에 있다!"
,"100740002","怎么回事，通天港也不安全了吗？！","웬일이야, 통천항도 안전하지 않아?!"
,"100740003","是那群从外面进来的废物，把傀儡师引进来了！","밖에서 들어온 그 폐물들이야, 괴뢰 사단을 끌어들였지!"
,"100740004","流言传开的同时，城内的人们也陷入了混乱。","소문이 퍼지면서 성 안 사람들은 혼란에 빠졌다."
,"100740005","人与人互相将对方撞开、踢倒，然后踩了过去。","사람과 사람이 서로 부딪치고 발로 차 넘어뜨린 후 밟고 지나갔다."
,"100740006","能看到存有理性的人，带着孩子在角落避难，但这一幕却加剧了混乱。","이성이 있는 사람이 아이를 데리고 구석진 곳으로 피신하는 모습이 보여 혼란을 가중시킨다."
,"100740007","在那畏畏缩缩的，你肯定就是刚进来的流浪汉吧！","저 주눅이 든 걸 보면 넌 분명 금방 들어온 방랑자겠지!"
,"100740008","人们发出像疯了一样的惊叫。","사람들은 미칠 것 같은 비명을 질렀다."
,"100740009","人类居然会自己产生混乱，我实在无法理解。","인간에게 스스로 혼란이 생기는 것을 이해할 수 없다."
,"100740010","越是遇到困境，人类就越会推卸责任……所以您才会诞生，不是吗？","곤경에 처할수록 인류는 책임을 떠넘기는데…그래서 당신이 태어난 것 아니겠습니까?"
,"100740011","……","……"
,"100740012","看起来，您目前似乎没有什么解决方案呢。","현재로서는 해결책이 없어 보입니다."
,"100740013","我承认，我的资料库中并没有记载该混乱的解决办法。","나는 나의 데이터베이스에 이 혼란한 해결 방법이 기재되어 있지 않다는 것을 인정한다."
,"100740014","那么，这方面就由我来帮助您吧。","그럼 이 쪽은 제가 도와드릴게요."
,"100740015","如果你之后想让阵线为此付出什么的话，我拒绝。","만약 당신이 나중에 전선에 뭔가를 바치려고 한다면 나는 거절한다."
,"100740016","怎么会呢，我可是……","설마, 나는……"
,"100740017","想和您成为朋友的哦。","당신과 친구가 되고 싶어요."
,"100740018","诸位，大可不必惊慌。","여러분, 크게 당황하실 필요가 없습니다."
,"100740019","阵线联合，以及我们双方组成的「纽带」都已布置士兵，她们将在城墙外阻挡傀儡师的脚步。","전선 연합 및 우리 쌍방이 구성한 《고리》는 모두 이미 병사를 배치하였으며, 그녀들은 성벽 밖에서 괴뢰 군단의 발자취를 막을 것이다."
,"100740020","而直属于王室的奥托露娜骑士团，也在此刻为了我们，为了人类，征讨所有侵犯此地的傀儡。","왕실 직속인 오토루나 기사단도 지금 우리를 위해, 인류를 위해 이곳을 침범한 모든 꼭두각시를 징벌하고 있다."
,"100740021","现在，我们只需要齐心协力做一件事……静待骑士与士兵们的捷报。","이제 우리가 힘을 합쳐서 해야 할 일. 기사와 병사들의 승전보를 기다려라."
,"100740022","我以奥托露娜女王之名做出宣告——","나는 오톨루나 여왕의 이름으로 선포한다."
,"100740023","这颗星球上所有阻挡我们人类脚步的事物，都将被我们人类所征服。","이 별에서 우리 인류의 발걸음을 가로막는 모든 것들은 우리 인류에게 정복될 것이다."
,"100740024","……诸位，现在请抬起头。","여러분, 이제 고개를 들어보세요."
,"100740025","看看这位擅闯通天港的傀儡师惨状吧。","천하를 무단으로 드나드는 이 괴뢰 사단의 참상을 보라."
,"100740026","洛兰，你就死在我的枪下，在最后为我们的陛下尽忠吧。","로랑, 넌 내 총에 맞아 죽고, 마지막으로 우리 폐하께 충성을 다하세요."
,"100740027","不……女王，女王正在注视着我！","아니 여왕, 여왕이 나를 지켜보고 있다!"
,"100740028","她在等待我完成使命！","그녀는 내가 사명을 완수하기를 기다리고 있다!"
,"100740029","看来只能彻底杀死你了。","너를 완전히 죽일 수밖에 없을 것 같다."
,"100740030","哈哈哈哈哈哈！","하하하하하하!"
,"100740031","伊莎贝尔，你不可能赢我的！","이자벨, 날 이길 수 없어!"
,"100740032","谁允许你无视我了，我说过，你的对手一直都是我。","누가 무시해도 돼. 내가 말했잖아. 너의 상대는 항상 나야."
,"100740033","维多利亚，你还是来了呢。","빅토리아, 너 왔구나."
,"100740034","这是那位「纽带」指挥官的命令。","이것은 그 유대 지휘관의 명령이다."
,"100740035","否则按照规则，我们不应在此相见。","그렇지 않으면 우리는 여기에서 만나서는 안 된다."
,"100740036","但是，你很高兴吧？","하지만, 기쁘죠?"
,"100740037","……我不想否认，我想，与洛兰的战斗并不会有骑士感到失望。","로랑과의 싸움에 실망한 기사는 없을 것이라는 점을 부인하고 싶지 않다."
,"100740038","是啊，毕竟，它曾经是最强的骑士。","글쎄요, 한때는 최강의 기사였으니까요."
,"100740039","来吧，“原最强骑士”，你能突破现在的我们吗？","자, '원 최강의 기사', 지금의 우리를 뚫을 수 있을까?"
,"100740040","自我制造混乱的人类，在此刻居然平息了下来。","스스로 혼란을 조장하던 인류가 지금 이 순간 잠잠해졌다."
,"100740041","丽萨·奥托露娜……","리사 오토루나..."
,"100750000","靠着两大骑士团长联手，堕落骑士被完全拦在了通天港的城墙之外……","양대 기사단장의 손을 빌어 타락한 기사들은 통천항의 성벽 밖에 완전히 가로막히게 되는데…."
,"100750001","骑士也只能在此刻再抵挡一时，堕落骑士的身体素质仍在不断增强。","기사도 이때 한 번만 더 막아낼 수 있을 뿐, 타락한 기사의 신체적 자질은 여전히 끊임없이 증강되고 있다."
,"100750002","看来这位傀儡师的确超乎想象的强大呢。","이 괴뢰사단은 정말 상상을 초월할 정도로 강한가 보다."
,"100750003","连我们的两位最强骑士都只能拖住它。","우리의 두 명의 최강기사조차 그를 붙잡을 수밖에 없었다."
,"100750004","不过，既然你来到这里是不是代表你有了什么方案了呢，name？","그런데 이곳에 온 것은 무슨 대안이 생겼다는 뜻일까, name?"
,"100750005","是的，请听我说……","네, 제 말 좀 들어보세요."
,"100750006","「纽带」的指挥官，你这话是当真的吗？！","유대감의 지휘관, 당신의 이 말은 정말입니까?"
,"100750007","当然，这是我们目前唯一能够短时间内消灭傀儡师的办法。","물론 그것이 지금 우리가 단기간에 괴뢰사단을 제거할 수 있는 유일한 방법이다."
,"100750008","……这件事，我必须请示阵线人类议会！","…이 일, 나는 인류의회에 출두해야 한다."
,"100750009","你居然……想让首脑来当诱饵。","정상이 미끼가 되다니."
,"100760000","你居然……想让首脑来当诱饵。","정상이 미끼가 되다니."
,"100760001","……议会结果出来，你的提案……","의회 결과가 나오고, 당신의 제안이."
,"100760002","100%反对率。","100%반대율."
,"100760003","呵，这是必然的结果，这个作战的失败率可是非常大哦。","헉, 필연적인 결과인데, 이 작전의 실패율은 엄청나다."
,"100760004","……","……"
,"100760005","不，我认为这个作战的成功率非常高。","아니, 나는 이 작전의 성공률이 매우 높다고 생각한다."
,"100760006","通知阵线议会，我将动用首脑特权，允许使用name的战术。","전선 의회에 정상 특권을 발동해 name의 전술을 허용하겠다고 통보했다."
,"100760007","什？！这太危险了！","뭐?! 이건 너무 위험해!"
,"100760008","特斐尔，经过那么多的战役，你还是不认可name的能力吗？","테파엘, 그렇게 많은 전투를 치르고도 name의 능력을 인정하지 않는가."
,"100760009","我认可，但是，这两件事根本不是一回事……","인정합니다.하지만, 이 두 가지는 전혀 별개입니다."
,"100760010","既然都是消灭傀儡师，那就可以归为同一类事件。","괴뢰 박멸 사단이니 같은 사건으로 치부할 수 있다."
,"100760011","以我的推演结果，这个战术中唯一的不稳定性只有堕落骑士的成长速度。","내 추연 결과, 이 전술에서 유일한 불안정성은 타락한 기사의 성장 속도뿐이다."
,"100760012","尽快实施战术，必须在我们无法抵挡它之前，彻底消灭它。","빨리 전술을 실행하면 우리가 그것을 막아낼 수 없을 때까지 그것을 완전히 없애야 한다."
,"100760013","我知道了……但是这个战术万一失败了……","나는 알았다.그러나 이 전술은 만일 실패하였다."
,"100760014","我并没有推演失败的后果，因为实施战术的是name，没有这个必要。","나는 name이기에 굳이 실패할 필요가 없다."
,"100760015","或者说……这是我对name的一种“信任”吧。","아니면…. name에 대한 나의 '신뢰'였을까."
,"100760016","阵线首脑……","전선 수뇌…"
,"100760017","多余的话就不必说了，开始行动吧。","괜한 이야기는 그만하고 행동해라."
,"100760018","<color=#969696>name……你真是有趣的人。</color>","<color=#969696>name…당신은 참 재미있는 사람입니다.</color>"
,"100770000","「纽带」指挥官的战术成功生效，“追猎”首脑的堕落骑士被引入了通天港周围的废弃区。","유대 지휘관의 전술이 성공했고, 정상 사냥의 타락한 기사들은 퉁톈항 주변의 폐지로 끌려갔다."
,"100770001","“猎物”你在这里啊！","먹잇감 너 여기 있구나!"
,"100770002","指挥官，一切已经就绪！","지휘관, 모든 게 끝났다!"
,"100770003","<color=#9dd0ff>丽萨·奥托露娜女王。</color>","<color=#9dd0ff>리사 오토루나 여왕.</color>"
,"100770004","<color=#9dd0ff>我同意，并授权于你开启口令。</color>","<color=#9dd0ff>동의합니다. 그리고 당신이 구령을 열 수 있도록 권한을 부여합니다.</color>"
,"100770005","<color=#9dd0ff>阵线首脑，阿特拉斯。</color>","<color=#9dd0ff>전선의 수뇌, 아틀라스.</color>"
,"100770006","阵线许可本次行为。","전선에서 이번 행위를 허가하다."
,"100770007","距离地表三千万米的外太空，一座卫星城市正放出醒目的通讯灯。","지표면에서 3천만 미터 떨어진 우주 공간에서 한 위성도시가 눈에 띄는 통신등을 방출하고 있다."
,"100770008","<color=#9dd0ff>奥托露娜已确认请求，验证许可通过——</color>","<color=#9dd0ff>오토루나의 요청 확인, 승인 승인-</color>"
,"100770009","<color=#9dd0ff>……开启储能板，调整1号至4号元素相干性。</color>","<color=#9dd0ff>...에너지저장판을 열고 1~4호 원소상건성을 조정한다.</color>"
,"100770010","<color=#9dd0ff>调整质量生成器，启动全城防冲击装置……</color>","<color=#9dd0ff>품질 생성기 조정, 전 도시 충격 방지 장치 가동...</color>"
,"100770011","<color=#9dd0ff>还有3……2……1……到达临界输出点，天基武器发射准备完毕。</color>","<color=#9dd0ff>그리고 3…2…1….임계출력 지점에 도달하면 천기무기의 발사 준비는 끝난다.</color>"
,"100770012","从奥托露娜卫星城的另一侧，带有精致几何学美感的圆环放出金色光芒。","오토루나 위성도시 반대편에서 세련된 기하학적 아름다움을 지닌 링이 금빛 빛을 발한다."
,"100770013","金色光圈一层层递进，随后……","금빛 조명이 켜켜이 쌓여가더니…"
,"100770014","从宇宙产生的巨大光芒束射向地表，它有如黎明的太阳般强烈——甚至将星球的轮廓染成了红色。","우주에서 생겨난 거대한 빛의 다발이 지표면에 내리쬐면서 새벽의 태양처럼 강렬해 별의 윤곽을 붉게 물들이기까지 했다."
,"100770015","……这……这是？","…이…이게?"
,"100770016","强光消逝，堕落骑士已经被天基武器直击。","강광은 사라졌고, 타락한 기사는 이미 천기의 무기에 직격되었다."
,"100770017","堕落骑士的身形被扭曲，肉体上的残骸碎片四散。","타락한 기사의 몸집은 일그러지고 육체적 잔해들은 산산조각이 났다."
,"100770018","咳、咳咳……","허허, 허허…"
,"100770019","已经够了，洛兰，请您安息吧……","이만하면 됐으니, 로랑, 편히 쉬십시오."
,"100770020","……你知道什么！","...네가 뭘 알아!"
,"100770021","只有陛下亲自下达的命令……只有她亲自交付与我的话语，才是我们……骑士的光荣与希望！","오직 폐하께서 직접 내리신 명령. 그녀가 직접 내게 건네준 말씀만이 우리…기사의 영광과 희망!"
,"100770022","那么为了女王陛下，你应该就在此地消失！","그러면 여왕 폐하를 위해서 당신은 이곳에서 사라져야 합니다!"
,"100770023","啊啊啊！","아아아!"
,"100770024","你们别想……别想阻拦我！","저 말리려 하지 마세요!"
,"100770025","……别想剥夺我的荣誉！陛下的任务，我就算是死，也必须完成！","…나의 명예를 박탈할 생각은 하지 마라!폐하의 임무는, 저는 죽더라도 반드시 완수해야 합니다."
,"100770026","我必须……","나는 반드시..."
,"100770027","杀死首脑阿特拉斯！","정상 아틀라스 죽이기!"
,"100770028","<color=#9dd0ff>居然……还能动？！</color>","<color=#9dd0ff>움직인다니?!</color>"
,"100770029","<color=#9dd0ff><color=#9dd0ff>「纽带」的指挥官，这是你小瞧我的教训哦。</color></color>","<color=#9dd0ff><color=#9dd0ff>유대의 지휘관, 이것은 네가 나를 우습게 보는 교훈이다.</color></color>"
,"100770030","<color=#9dd0ff>果然是你在搞鬼，你为什么还活着？</color>","<color=#9dd0ff>역시 너 개수작하는구나, 너 왜 살아있니?</color>"
,"100770031","<color=#9dd0ff><color=#9dd0ff>嘻嘻，我好开心，你居然在关心我的生死……</color></color>","<color=#9dd0ff><color=#9dd0ff>히히, 난 너무 기뻐, 네가 내 생사를 걱정하고 있다니...</color></color>"
,"100770032","<color=#9dd0ff><color=#9dd0ff>不过现在，你更应该担心那个AI，她马上——就要被撕成碎片了呢。</color></color>","<color=#9dd0ff><color=#9dd0ff>지금은 AI를 더 걱정해야 한다.</color></color>"
,"100770033","哈哈哈哈哈哈！","하하하하하하!"
,"100770034","什……！","뭐...!"
,"100770035","它的力量还在增强吗……！","그것의 힘은 아직도 강해지고 있는가…!"
,"100770036","钢铁相撞的巨响炸裂开来，两位骑士长组成的包围网被堕落骑士轻易突破。","강철 충돌의 굉음이 터지면서 두 기사장이 만든 포위망은 타락한 기사들에 의해 쉽게 뚫린다."
,"100770037","女王陛下！终于在这一刻，我要完成使命了！","여왕 폐하! 드디어 이 순간, 제 소명을 다하겠습니다!"
,"100770038","……","……"
,"100770039","首脑大人，请躲到我身后！","정상님, 제 뒤로 숨으세요!"
,"100770040","<color=#969696>以堕落骑士的突进速度，无论是特斐尔还是首脑都会轻易被它贯穿。</color>","<color=#969696>타락한 기사의 돌진 속도로는 테파엘로도, 정상도 쉽게 관통된다.</color>"
,"100770041","<color=#969696>舰队AG现在很难部署到首脑身边……</color>","<color=#969696>함대 AG는 이제 정상 곁에 배치하기 어려워…</color>"
,"100770042","<color=#969696>阵线首脑是地表的唯一领袖，我应该……</color>","<color=#969696>전선의 수뇌가 지표면의 유일한 지도자였으니, 나는 당연히…</color>"
,"100770043","<color=#9dd0ff><color=#9dd0ff>你还在犹豫什么啊，我可是很清楚，现在只有你能化解这个危机。</color></color>","<color=#9dd0ff><color=#9dd0ff>아직도 뭘 망설이고 있어, 난 잘 알아, 지금 너만이 이 위기를 극복할 수 있어.</color></color>"
,"100770044","<color=#9dd0ff><color=#9dd0ff>快点，让我看看……你的选择！</color></color>","<color=#9dd0ff><color=#9dd0ff>어서,나에게 보여줘…당신의 선택!</color></color>"
,"100770045","……","……"
,"100770046","<color=#9dd0ff>退下，秽物。</color>","<color=#9dd0ff>오물 물러가라.</color>"
,"100770047","<color=#9dd0ff><color=#9dd0ff>什——</color></color>","<color=#9dd0ff><color=#9dd0ff>어떤</color></color>"
,"100770048","<color=#9dd0ff>退下，秽物。</color>","<color=#9dd0ff>오물 물러가라.</color>"
,"100770049","<color=#9dd0ff><color=#9dd0ff>什——</color></color>","<color=#9dd0ff><color=#9dd0ff>어떤</color></color>"
,"100770050","<color=#9dd0ff><color=#9dd0ff>指挥官，我们被强制接入了奥托露娜的通讯！</color></color>","<color=#9dd0ff><color=#9dd0ff>지휘관, 우리는 오토루나의 통신에 강제로 접속되었다!</color></color>"
,"100770051","克拉丽丝的通讯被切断了。","클래리스의 통신이 두절되었다."
,"100770052","同一时刻，堕落骑士也停止了冲锋。","같은 시각, 타락한 기사도 돌격을 멈췄다."
,"100770053","——！","——！"
,"100770054","您居然亲自来到了前线……","직접 전선에 나오시다니…."
,"100770055","不必如此惊讶。","이렇게 놀랄 필요 없다."
,"100770056","我可是丽萨·奥托露娜，奥托露娜的第二代女王。","나는 리사 오토루나, 오토루나의 2대 여왕이다."
,"100770057","<color=#9dd0ff>奥托露娜女王？！</color>","<color=#9dd0ff>오토루나 여왕?!</color>"
,"100770058","陛下……","폐하…"
,"100770059","您是特地前来察看……臣下是否完成了使命吗？","신하께서 소명을 다하셨는지 일부러 찾아보셨습니까?"
,"100770060","不。","아니"
,"100770061","洛兰，你作为奥托露娜骑士……履行了错误的使命。","로랑, 당신은 오토루나의 기사로서… 잘못된 소명을 수행했습니다."
,"100770062","这……","이게..."
,"100770063","地表的阵线联合乃我奥托露娜之大敌，而下令铲除其首脑阿特拉斯的正是……","지표면의 전선 연합은 아오톨루나의 대적이었고, 그 수반 아틀라스 제거를 명령한 것은 바로…."
,"100770064","住口。无论阵线还是地表的其他势力均是我们奥托露娜的盟友。","스미구치. 전선이나 지표면이나 다른 세력은 모두 우리 아우토루나의 우군이다."
,"100770065","洛兰，你曲解使命的含义，更忤逆了奥托露娜的意志。","로랑, 당신이 사명의 의미를 곡해한 것은 오토루나의 의지를 더욱 거역한 것이다."
,"100770066","陛下……","폐하…"
,"100770067","您说……我曲解了杀死首脑阿特拉斯这个使命？","정상 아틀라스 죽이기라는 사명을 제가 곡해했다고요?"
,"100770068","难道臣下已犯下大错……若是如此，恳请您降罪于我。","신하께서 이미 큰 잘못을 저질렀는지… 그러시다면 제게 죄를 내려 주십시오."
,"100770069","很好，那么——","좋아, 그럼-"
,"100770070","……丽萨·奥托露娜女王向身后的护卫骑士示意。","……리사 오토루나 여왕은 뒤에 있는 호위 기사에게 사인을 보낸다."
,"100770071","啊啊啊啊——！","아아아아--!"
,"100770072","无数的骑枪将堕落骑士的身躯强行钉入土壤。","무수한 창이 타락한 기사의 몸을 강제로 토양에 박아 넣었다."
,"100770073","咳……咳……！","예…예…!"
,"100770074","现在，我以丽萨·奥托露娜之名下令——","이제 리사 아우토루나의 이름으로."
,"100770075","……骑士洛兰，以自尽偿还罪孽。","…기사 로랑, 스스로 목숨을 끊음으로써 죄를 갚는다."
,"100770076","您说……","말씀하시죠."
,"100770077","要我自尽偿还罪孽……","스스로 죄를 갚으라고..."
,"100770078","哈哈……","하하..."
,"100770079","哈哈哈！","하하하!"
,"100770080","原来是这样，我终于明白了您的用意！","알고 보니 그렇군요, 마침내 당신의 뜻을 알겠군요!"
,"100770081","此时此刻，“消失”才是我最终的使命！","지금 이 순간, '사라지는 것'이 나의 마지막 사명이다!"
,"100770082","当然，当然，只要如您所愿，这项任务我也会完美地执行……不堕吾皇威名！","물론, 원하신 대로라면 이 임무를 완벽하게 수행하겠습니다…황제의 위명을 떨치지 않습니다!"
,"100770083","我为奥托露娜而生，我为奥托露娜而死，骑士之名为洛兰，骑士——永不背叛！","나는 오토루나를 위해 살고, 나는 오토루나를 위해 죽는다. 기사의 이름은 로란, 기사는 배신하지 않는다!"
,"100770084","洛兰将散发着暗紫色磷光的长枪刺入自己的核心……","로랑은 암보랏빛 인광을 뿜어내는 장총을 자신의 핵심을 찔렀다."
,"100770085","堕落骑士洛兰就这样彻底死去了。","타락한 기사 로랑은 그렇게 철저히 죽었다."
,"100770086","也许从其他人看来，这名傀儡师的自尽毫无意义，但对于奥托露娜的骑士来说……","다른 사람들이 보기에 괴뢰사단의 자결은 무의미할지 몰라도 오토루나의 기사에게는."
,"100770087","这是她们摆脱重力束缚，打破旧有体制，在宇宙独立生存百年的骄傲。","중력의 굴레에서 벗어나 옛 체제를 깨고 우주에서 100년 동안 독립해 살아왔다는 자부심이다."
,"100770088","虽然利用了傀儡的特性……但是以人类之身来到战场的风险仍然巨大。","꼭두각시의 특성을 이용하긴 했지만…. 인간의 몸으로 전쟁터에 나올 위험은 여전히 크다."
,"100770089","丽萨·奥托露娜，你在打什么算盘？","리사 오토루나, 지금 무슨 계산하고 있어요?"
,"100770090","您多虑了，我只是……","걱정이 많으십니다. 저는 그냥..."
,"100770091","想和您交朋友罢了。","당신과 친구하고 싶었을 뿐입니다."
